transID;corridorID;corridorName;tapInStops;tapInStopsName;tapInStopsLat;tapInStopsLon;tapInTime;tapOutStops;tapOutStopsName;tapOutStopsLat;tapOutStopsLon;tapOutTime
QSXU781K9L22KB;JAK.80 ;Rawa Buaya - Rawa Kompeni                 ;B02485P;MTsN 37                         ;-6.09791;106.70237;4/18/2023 5:1;B04041P;Sbr. Masjid Arrahim Rawa Ko;-6.104841;106.69008;4/18/2023 5:5
RKBP790O4K54YY;11N    ;Rusun Cipinang Muara - Jatinegara         ;B05458P;St. Klender 2                   ;-6.213433;106.89787;4/18/2023 11:;B03977P;Sbr. Komplek Pacul Mas     ;-6.221005;106.89961;4/18/2023 13:
DTBP959S5N59IZ;2Q     ;Gondangdia - Balai Kota                   ;B06053P;Selatan St. Gondangdia          ;-6.187059;106.8329;4/18/2023 11:;B05693P;Telkom Grapari             ;-6.18222;106.83297;4/18/2023 11:
IDKP396B2P51JO;JAK.35 ;Pangkalan Jati - Rawamangun               ;B05798P;Transjakarta Pool Klender       ;-6.205191;106.90301;4/18/2023 7:5;B04005P;Sbr. Makam Pangeran Jayakar;-6.202545;106.90171;4/18/2023 8:2
REII615L3U04DA;7C     ;Cibubur - BKN                             ;B00226P;Buperta Cibubur                 ;-6.370321;106.89628;4/18/2023 13:;B00248P;Cibubur Junction           ;-6.368735;106.89366;4/18/2023 15:
LUXA707L8T15QQ;JAK.12 ;Tanah Abang - Kebayoran Lama via Pos Pengu;B05029P;Simpang Palmerah Barat Rawa Belo;-6.206758;106.78372;4/18/2023 11:;B03972P;Sbr. Komplek Kemhan Cidodol;-6.227906;106.77846;4/18/2023 12:
JOVA972R1B09KR;JAK.86 ;Term. Rawamangun - Term. Manggarai        ;B06544P;Manggarai 1                     ;-6.208717;106.84808;4/18/2023 12:;;Gg. Oyot                   ;-6.207791;106.86593;4/18/2023 14:
CBPL366W9H33KZ;11N    ;Rusun Cipinang Muara - Jatinegara         ;B00792P;Imigrasi Jaktim 2               ;-6.214552;106.8818;4/18/2023 12:;B02077P;Koperasi Serba Usaha       ;-6.222036;106.89954;4/18/2023 14:
UDKH260B3Z86PH;2B     ;Harapan Indah - ASMI                      ;B06777P;Ps. Cakung 1                    ;-6.182424;106.935415;4/18/2023 11:;B02143P;Lion Metal 2               ;-6.185858;106.95209;4/18/2023 11:
UPFI156L2L71HM;6A     ;Ragunan - MH Thamrin via Kuningan         ;P00256 ;MH Thamrin                      ;-6.188149;106.82299;4/18/2023 8:4;P00222 ;Setiabudi Utara            ;-6.209189;106.83024;4/18/2023 10:
WAKE109L6X75RO;D11    ;Depok - BKN                               ;B02472P;Moch Yusuf Raya 1               ;-6.379631;106.84094;4/18/2023 13:;B04201P;Sbr. Pesona Square         ;-6.379679;106.84426;4/18/2023 14:
NEYC700W1U35QM;JAK.14 ;Tanah Abang - Meruya                      ;B05012P;Simpang Meruya Ilir Srengseng   ;-6.196942;106.75667;4/18/2023 13:;B03247P;Ruko Meruya Ilir           ;-6.197437;106.75067;4/18/2023 14:
WJGK241S6R79BE;JAK.03 ;Lebak Bulus - Andara                      ;B04650P;Sekolah Purba Adhika 1          ;-6.311037;106.78555;4/18/2023 12:;B03389P;SDN Lebak Bulus 02         ;-6.303808;106.77775;4/18/2023 14:
DDKZ599Q2I49CK;6C     ;Stasiun Tebet - Karet via Patra Kuningan  ;B00064P;Ariobimo Sentral                ;-6.227471;106.83328;4/18/2023 6:0;B04505P;Sbr. Standard Chartered    ;-6.217407;106.81934;4/18/2023 7:1
NSJS036F1I21OP;4D     ;Pulo Gadung 2 - Kuningan                  ;P00135 ;Matraman 2                      ;-6.19891;106.8545;4/18/2023 7:4;P00238 ;Sunan Giri                 ;-6.193267;106.88367;4/18/2023 9:0
ECZA972P8H49BO;5N     ;Kampung Melayu - Ragunan                  ;B03214P;RSUD Pasar Minggu               ;-6.293553;106.82083;4/18/2023 6:5;B05841P;Univ. Tarumanegara Cilandak;-6.293511;106.81635;4/18/2023 8:3
QJQT479Z6W87WS;2E     ;Rusun Rawa Bebek - Kodamar                ;B02801P;Perum Tpi 2                     ;-6.19745;106.93516;4/18/2023 7:0;B03291P;Rusun Rawa Bebek           ;-6.196241;106.9658;4/18/2023 7:4
CDGN268X6I53WJ;JAK.32 ;Lebak Bulus - Petukangan                  ;B04795P;Simpang Deplu Veteran Raya      ;-6.271822;106.76451;4/18/2023 9:5;B01549P;Jln. Sabar 1 Petukangan    ;-6.240055;106.75249;4/18/2023 10:
YHLG228S9T10UK;13B    ;Puri Beta - Pancoran Barat                ;P00044 ;CSW 1                           ;-6.23994;106.79843;4/18/2023 11:;P00144 ;Pancoran Barat Arah Timur  ;-6.241571;106.83808;4/18/2023 12:
DPAP194O8H04VR;2A     ;Pulo Gadung - Rawa Buaya via Balai Kota   ;P00150 ;Pasar Cempaka Putih             ;-6.172325;106.86246;4/18/2023 9:4;P00038 ;Cempaka Timur              ;-6.166584;106.87591;4/18/2023 10:
DXIK235V2F43SZ;6Q     ;Dukuh Atas - Casablanca via Epicentrum Ray;B00340P;Epiwalk Epicentrum              ;-6.217666;106.83547;4/18/2023 10:;B05644P;Taman Rasuna Tower 17      ;-6.217105;106.83598;4/18/2023 12:
WICQ073J4X28ID;JAK.28 ;Kp. Rambutan - Taman Wiladatika           ;B03344P;SDN Cibubur 01                  ;-6.354808;106.87871;4/18/2023 13:;B02188P;Mall Cijantung             ;-6.312041;106.86245;4/18/2023 14:
NTZR543D2F25QR;M6     ;Ragunan - MH Thamrin                      ;P00273 ;Warung Jati                     ;-6.262364;106.82977;4/18/2023 9:2;P00164 ;Pejaten                    ;-6.278404;106.82972;4/18/2023 10:
XDRY205X0V28QE;JAK.106;Terminal Kampung Melayu - Terminal Klender;B06770P;Jln. Aneka Elok 2               ;-6.223013;106.891085;4/18/2023 12:;B04975P;Simpang Lingkar Duren Sawit;-6.220922;106.91561;4/18/2023 12:
XZVC640F1T66VA;JAK.47 ;Pasar Minggu - Ciganjur via KB Ragunan    ;B05908P;Yaspen Islam Al Mamur Ciganjur  ;-6.345678;106.80344;4/18/2023 6:0;B04061P;Sbr. Masjid Jami Asy Syakir;-6.351065;106.80161;4/18/2023 7:5
ONTR229W3E78LQ;M9     ;Pinang Ranti - Pluit                      ;P00179 ;Pinang Ranti                    ;-6.291075;106.88634;4/18/2023 11:;P00126 ;Latumeten Stasiun Grogol Ar;-6.16106;106.7904;4/18/2023 12:
VMVQ299G1S00YK;1K     ;Cibubur Junction - Blok M                 ;B05544P;Summitmas                       ;-6.225826;106.80402;4/18/2023 12:;B06579P;Blok M Jalur 4             ;-6.243474;106.80188;4/18/2023 13:
NDLK800K9Q20DB;JAK.53 ;Grogol - Pos Pengumben via Slipi          ;B00516P;Gg. Mawar Kb. Jeruk             ;-6.197361;106.7672;4/18/2023 6:3;B06854P;Jln. Srengseng Raya 3      ;-6.213944;106.75976;4/18/2023 7:3
AZTG493X7L85XC;JAK.88 ;Terminal Tanjung Priok - Ancol Barat      ;B05976P;Jln. B                          ;-6.13446;106.83491;4/18/2023 8:2;B05989P;Jln. Ancol Barat 6         ;-6.12481;106.81983;4/18/2023 9:3
HXAN463J6M89OB;2B     ;Harapan Indah - ASMI                      ;B00685P;Gramedia Harapan Indah          ;-6.17631;106.97427;4/18/2023 7:0;P00157 ;Pasar Modern Harapan Indah ;-6.168544;106.97431;4/18/2023 9:0
NIJX630S6I06DN;6B     ;Ragunan - MH Thamrin via Semanggi         ;P00051 ;Dukuh Atas                      ;-6.205702;106.82223;4/18/2023 8:5;P00129 ;Mampang Prapatan           ;-6.242699;106.82572;4/18/2023 10:
TGGB243W7V84AL;JAK.48B;Stasiun Tebet - Kampung Melayu            ;;Jln. Limo Jatinegara Timur      ;-6.223388;106.86808;4/18/2023 12:;B04623P;Sekolah Cahaya Sakti Otista;-6.225391;106.86708;4/18/2023 13:
RDGZ313G2G63IG;4C     ;TU Gas - Bundaran Senayan                 ;P00012 ;Bendungan Hilir                 ;-6.217137;106.81528;4/18/2023 7:1;P00104 ;Karet Sudirman             ;-6.212457;106.82003;4/18/2023 8:0
QRWM283T7Z52YH;M8     ;Lebak Bulus - Pasar Baru                  ;P00110 ;Kedoya Assiddiqiyah             ;-6.174495;106.76585;4/18/2023 13:;P00212 ;S Parman Podomoro City Arah;-6.175799;106.79308;4/18/2023 14:
XNHX094J7V04UJ;JAK.86 ;Term. Rawamangun - Term. Manggarai        ;B06557P;Kampus Frans Seda               ;-6.204283;106.87857;4/18/2023 8:0;B06560P;Kel. Rawamangun            ;-6.199099;106.8808;4/18/2023 8:3
XWKN841Z4Y81KC;;;B03619P;Sbr. Hotel Mulia                ;-6.214132;106.79537;4/18/2023 12:;P00087 ;Jelambar                   ;-6.166548;106.78651;4/18/2023 13:
ZWXN661G6G93PR;JAK.120;JIS - Terminal Muara Angke                ;B03024P;Pusat Pengelolaan Komplek Kemayo;-6.151371;106.84188;4/18/2023 11:;;Sbr. Sekolah Fajar Sion    ;-6.138169;106.81723;4/18/2023 12:
CBRC381E8A44KZ;5M     ;Kampung Melayu - Tanah Abang via Cikini   ;B00495P;Gg. Kelor 2                     ;-6.211486;106.86066;4/18/2023 13:;B05350P;SMPN 14                    ;-6.214718;106.86485;4/18/2023 15:
DMUQ242Y1A37LV;9C     ;Pinang Ranti - Bundaran Senayan           ;P00144 ;Pancoran Barat Arah Timur       ;-6.241571;106.83808;4/18/2023 12:;P00018 ;BNN Arah Barat             ;-6.24651;106.87318;4/18/2023 14:
GOPI383R8P33ON;9H     ;Blok M - Universitas Indonesia            ;B03311P;Santo Lukas                     ;-6.244763;106.84319;4/18/2023 5:0;B05931P;YBK                        ;-6.270872;106.8466;4/18/2023 6:5
ZKRI682F0U05QX;2Q     ;Gondangdia - Balai Kota                   ;B05445P;St. Gondangdia 2                ;-6.185054;106.8323;4/18/2023 7:1;B06034P;Masjid Cut Nyak Dien       ;-6.1874;106.8317;4/18/2023 7:3
TQWO166S5J55NV;9C     ;Pinang Ranti - Bundaran Senayan           ;P00119 ;Kuningan Barat                  ;-6.23725;106.82794;4/18/2023 8:1;P00071 ;Gelora Bung Karno          ;-6.224217;106.8058;4/18/2023 9:4
WTGF189D0Q80GP;JAK.27 ;Pulo Gebang - Rorotan                     ;B00437P;Gg. Damai Lingkar Timur         ;-6.194933;106.94389;4/18/2023 6:0;B01289P;Jln. Komarudin Timur Lingka;-6.196226;106.94401;4/18/2023 7:0
FXIA115G5I46KD;JIS3   ;Harmoni - Jakarta International Stadium   ;B04789P;Simpang Danau Sunter Utara Barat;-6.139853;106.85663;4/18/2023 8:2;P00095 ;JIS                        ;-6.126689;106.85587;4/18/2023 8:5
BTDJ291D7S25NW;JAK.20 ;Cawang UKI - Lubang Buaya                 ;;Puri Ardhya Garini              ;-6.25703;106.88392;4/18/2023 10:;B00671P;Graha Dirgantara           ;-6.255702;106.88296;4/18/2023 11:
NTRD984G3U22GN;;;B05519P;Stella Maris 2                  ;-6.112308;106.79234;4/18/2023 10:;B02886P;Pluit 1                    ;-6.115636;106.7909;4/18/2023 11:
HQIK464P6R36LU;JAK.42 ;Kampung Melayu - Pondok Kelapa            ;B05653P;Taman Simpang Jatinegara        ;-6.217541;106.87352;4/18/2023 8:2;B02077P;Koperasi Serba Usaha       ;-6.222036;106.89954;4/18/2023 9:5
TGMS551P8I29BC;JAK.01 ;Tanjung Priok - Plumpang                  ;B01312P;Jln. Lagoa Kanal                ;-6.111979;106.88416;4/18/2023 12:;B04653P;Sekolah Remaja Sungai Bambu;-6.1262;106.88414;4/18/2023 12:
KGRJ599U7C16EE;13B    ;Puri Beta - Pancoran Barat                ;P00001 ;Adam Malik                      ;-6.236466;106.74786;4/18/2023 7:5;P00096 ;JORR                       ;-6.236104;106.75488;4/18/2023 9:4
OSDX411Y4J39FD;;;P00230 ;St. Palmerah                    ;-6.208908;106.79706;4/18/2023 10:;P00218 ;Senayan JCC Arah Timur     ;-6.214145;106.809;4/18/2023 11:
QMSG215G6V16HD;B21    ;Bekasi Timur - Cawang                     ;B00666P;GP Mall 2                       ;-6.259474;107.01987;4/18/2023 7:2;B00194P;BTC 2                      ;-6.258258;107.0206;4/18/2023 8:4
SFFH585Z6J06OE;9      ;Pinang Ranti - Pluit                      ;P00090 ;Jembatan Dua                    ;-6.143279;106.79352;4/18/2023 9:1;P00170 ;Penjaringan                ;-6.126306;106.79203;4/18/2023 10:
KVSB883H5W50WM;11D    ;Pulo Gebang - Pulo Gadung 2 via PIK       ;B05640P;Taman PIK Penggilingan          ;-6.2042;106.93176;4/18/2023 13:;B02800P;Perum Tpi 1                ;-6.197379;106.93513;4/18/2023 14:
YKKK993B8U59JA;JAK.07 ;Tanah Abang - Grogol via Tawakal          ;B04986P;Simpang Mandala Selatan Timur   ;-6.17199;106.80098;4/18/2023 13:;B02290P;Masjid Baiturrohman Jati Pu;-6.180697;106.80715;4/18/2023 14:
SBBL775R4B15MW;JAK.37 ;Cililitan - Condet via Kayu Manis         ;B04480P;Sbr. SMPN 209                   ;-6.288607;106.86376;4/18/2023 10:;B00520P;Gg. Mundu II Tengah        ;-6.293006;106.86333;4/18/2023 11:
VDSO742B2I84MJ;T11    ;Poris Plawad - Bundaran Senayan           ;B02735P;Pengayoman                      ;-6.175358;106.64801;4/18/2023 8:0;B02287P;Masjid Baiturrahman 1      ;-6.210375;106.61931;4/18/2023 8:3
CDEQ940W8N23OO;JAK.48A;Stasiun Tebet - Rusun Karet Tengsin       ;B03012P;Puri Casablanca                 ;-6.225081;106.8384;4/18/2023 11:;B02082P;Casablanca                 ;-6.22425;106.84452;4/18/2023 12:
MYDP527C5E05PX;JAK.59 ;Rawamangun - Tanah Merah                  ;B03005P;Pulo Mas Residence              ;-6.175379;106.88744;4/18/2023 9:2;B04422P;Sbr. SMAN 21               ;-6.184462;106.88737;4/18/2023 10:
MVAI452S2V83OV;JAK.56 ;Grogol - Srengseng                        ;B01441P;Jln. Palmerah Barat IV          ;-6.206862;106.78637;4/18/2023 12:;B01291P;Jln. Komplek Migas V Palmer;-6.197003;106.78772;4/18/2023 14:
RHSI274O9W67VI;M3     ;Kalideres - Bundaran HI via Veteran       ;P00237 ;Sumur Bor                       ;-6.153046;106.71929;4/18/2023 13:;P00175 ;Pesakih                    ;-6.154803;106.71527;4/18/2023 14:
DUDH072Y4G11RZ;BW9    ;Monas - Pantai Indah Kapuk                ;B00806P;IRTI                            ;-6.1803;106.82618;4/18/2023 5:3;B06049P;Melody Golf                ;-6.091746;106.7461;4/18/2023 6:2
CMUT310B2G45JB;JAK.39 ;Kalimalang - Duren Sawit                  ;B05790P;TPU Pondok Kelapa               ;-6.237272;106.94293;4/18/2023 5:2;B05148P;Simpang Serdang Swadaya Ray;-6.227633;106.91484;4/18/2023 6:5
YISG769O1C85DQ;6T     ;Pasar Minggu - Velbak                     ;B00342P;Essence Dharmawangsa            ;-6.257365;106.80495;4/18/2023 5:1;B02391P;Mayestik 1                 ;-6.242041;106.79116;4/18/2023 5:5
EGWW741Q7Z31RM;JAK.22 ;Dwikora - Penas Kalimalang                ;B02141P;Lion Center                     ;-6.240451;106.87898;4/18/2023 12:;B00235P;Cawang Soetoyo 2           ;-6.245259;106.876;4/18/2023 13:
SELO075F6D97KX;11B    ;Rusun Rawa Bebek - Penggilingan           ;B06654P;Walikota Jakarta Timur 1        ;-6.212327;106.94515;4/18/2023 6:0;B03291P;Rusun Rawa Bebek           ;-6.196241;106.9658;4/18/2023 7:2
FPRH921S9Y20FY;6Q     ;Dukuh Atas - Casablanca via Epicentrum Ray;B00115P;UPT. LLHD 2                     ;-6.225501;106.83489;4/18/2023 19:;B04263P;Sbr. Puskesmas Setiabudi   ;-6.206882;106.83363;4/18/2023 21:
BIAB126Y1M17LE;7      ;Kampung Rambutan - Bidara Cina            ;P00204 ;RS Harapan Bunda                ;-6.301956;106.86803;4/18/2023 15:;P00247 ;Tanah Merdeka Arah Timur   ;-6.307866;106.87389;4/18/2023 16:
QCFK998Q2K85WV;1E     ;Pondok Labu - Blok M                      ;B02538P;One Belpark 1                   ;-6.304695;106.79445;4/18/2023 16:;B05072P;Simpang Pinang I Pondok Lab;-6.309114;106.79567;4/18/2023 17:
QPSW951K1J88ZY;11Q    ;Kampung Melayu - Pulo Gebang via BKT      ;B00100P;Baladewa Residence              ;-6.229648;106.91038;4/18/2023 20:;P00194 ;Pulo Gebang                ;-6.213275;106.95333;4/18/2023 21:
GUJE160P1E16ZG;JAK.61 ;Cempaka Putih - Pulo Gadung via Kelapa Gad;B00171P;Boulevard Kelapa Cengkir Raya   ;-6.165966;106.90211;4/18/2023 20:;B04915P;Simpang Kelapa Cengkir Flam;-6.169191;106.90736;4/18/2023 21:
TLMR604E9L66TY;1F     ;Stasiun Palmerah - Bundaran Senayan       ;P00071 ;Gelora Bung Karno               ;-6.224217;106.8058;4/18/2023 18:;P00026 ;Bundaran Senayan           ;-6.227869;106.80094;4/18/2023 19:
EZGQ589T1R73SE;10     ;Tanjung Priok - PGC 2                     ;P00178 ;PGC 2                           ;-6.2619;106.8657;4/18/2023 18:;P00168 ;Penas Kalimalang           ;-6.23907;106.878;4/18/2023 20:
CGLR353R3U47UA;M3     ;Kalideres - Bundaran HI via Veteran       ;P00087 ;Jelambar                        ;-6.166548;106.78651;4/18/2023 20:;P00088 ;Jembatan Baru              ;-6.154831;106.73038;4/18/2023 21:
FPHP255E9G24MW;;JIS - Terminal Muara Angke                ;B06563P;Sbr. Baywalk 2                  ;-6.110582;106.77963;4/18/2023 18:;B05714P;Term. Muara Angke 2        ;-6.109001;106.77349;4/18/2023 19:
YUNE160W4S57ZY;;;B01304P;Jln. KRI Harimau                ;-6.253467;106.79112;4/18/2023 19:;B05821P;UMJ 2                      ;-6.295705;106.76554;4/18/2023 21:
ADLA189B9N48XV;2B     ;Harapan Indah - ASMI                      ;P00157 ;Pasar Modern Harapan Indah      ;-6.168544;106.97431;4/18/2023 19:;B02693P;Ps. Ujung Menteng          ;-6.190104;106.96693;4/18/2023 21:
ARBW801Y9B87SG;M3     ;Kalideres - Bundaran HI via Veteran       ;P00208 ;RS Sumber Waras                 ;-6.166294;106.79675;4/18/2023 17:;P00243 ;Taman Kota                 ;-6.157176;106.75789;4/18/2023 18:
NKNB823B1W20LD;JAK.72 ;Kampung Rambutan - Pasar Rebo via Poncol  ;B02145P;Litbang Depnaker Jaktim         ;-6.31213;106.86264;4/18/2023 17:;B04388P;Sbr. Sekolah Islam PB Soedi;-6.314439;106.86316;4/18/2023 19:
FWLH651S3S66CA;JAK.53 ;Grogol - Pos Pengumben via Slipi          ;B01131P;Jln. H. Nasir Srengseng         ;-6.205389;106.75825;4/18/2023 18:;B04167P;Sbr. Ps. Pengampuan        ;-6.199282;106.76093;4/18/2023 19:
JRBB975B9B64IG;JAK.58 ;Cilincing - Rorotan                       ;B04077P;Sbr. Masjid Nurul Jannah Marunda;-6.119226;106.95707;4/18/2023 18:;B02584P;Ps. Bebek Marunda 2        ;-6.111296;106.94801;4/18/2023 19:
AYQH654A7J33WC;M4     ;Pulo Gadung 2 - Dukuh Atas 2              ;P00077 ;Halimun                         ;-6.205137;106.83338;4/18/2023 19:;P00052 ;Dukuh Atas 2               ;-6.203276;106.82377;4/18/2023 20:
ZZVS452D4Y05PY;1K     ;Cibubur Junction - Blok M                 ;B02414P;Menara Mandiri                  ;-6.223667;106.8071;4/18/2023 20:;B00611P;Gelora Bung Karno 1        ;-6.224642;106.8056;4/18/2023 22:
PJIM181Q4Q54BF;2E     ;Rusun Rawa Bebek - Kodamar                ;B02947P;Pool Taksi                      ;-6.188631;106.93426;4/18/2023 16:;B06654P;Walikota Jakarta Timur 1   ;-6.212327;106.94515;4/18/2023 18:
BYVL817I7S79OW;S31    ;Bintaro - Fatmawati                       ;B00229P;Carrefour Lebak Bulus           ;-6.287529;106.7768;4/18/2023 17:;B00148P;Bintaro Xchange            ;-6.286813;106.72865;4/18/2023 18:
QCHI563S7X60IE;1R     ;Senen - Tanah Abang                       ;B01638P;Jln. Taman Jatibaru Timur       ;-6.182778;106.8129;4/18/2023 18:;B05315P;SMKN 38                    ;-6.181971;106.8174;4/18/2023 19:
JJER498B8N47IQ;6U     ;Blok M - Pasar Minggu                     ;B06633P;Sbr. Kel. Ps. Minggu            ;-6.285514;106.84058;4/18/2023 19:;P00053 ;Duren Tiga                 ;-6.252377;106.82697;4/18/2023 21:
OZFX853K4P28CX;2P     ;Gondangdia - Senen                        ;B01813P;Kanisius                        ;-6.185327;106.83551;4/18/2023 15:;B03201P;RSPAD 3                    ;-6.175462;106.83922;4/18/2023 16:
IOKF898Y6I57TA;9D     ;Pasar Minggu - Tanah Abang                ;B02408P;Menara Astra                    ;-6.207361;106.8219;4/18/2023 17:;B02972P;Pospol Jati Bunder         ;-6.189707;106.81317;4/18/2023 18:
BSGG827V1N29BV;1C     ;Pesanggrahan - Blok M                     ;B00190P;BSI 1                           ;-6.237724;106.76225;4/18/2023 20:;B04320P;Sbr. SD Kartika X-2        ;-6.25399;106.75647;4/18/2023 22:
GGOK585A7E50MG;2B     ;Harapan Indah - ASMI                      ;P00028 ;Cakung United Tractors          ;-6.18324;106.92998;4/18/2023 17:;P00258 ;Tipar Cakung               ;-6.183387;106.92463;4/18/2023 19:
KXEV152W0B04YW;8A     ;Jelambar - Juanda                         ;P00260 ;Tomang Mandala                  ;-6.176875;106.80037;4/18/2023 19:;P00087 ;Jelambar                   ;-6.166548;106.78651;4/18/2023 20:
JZWK693B5M06MH;JAK.52 ;Terminal Kalideres - Terminal Muara Angke ;B03138P;RS Grand Family                 ;-6.123468;106.73897;4/18/2023 17:;B03695P;Sbr. Jln. Elang Laut Kamal ;-6.124307;106.74907;4/18/2023 19:
DEWS705B1R80YM;JAK.13 ;Tanah Abang - Jembatan Lima               ;B03936P;Sbr. Kel. Tambora               ;-6.146476;106.80706;4/18/2023 18:;B05068P;Simpang Perniagaan Tambora ;-6.14163;106.80768;4/18/2023 19:
WDZB089T4E31AK;8A     ;Jelambar - Juanda                         ;P00176 ;Petojo                          ;-6.169984;106.81698;4/18/2023 17:;P00211 ;S Parman Podomoro City Arah;-6.175587;106.79223;4/18/2023 19:
EKCG801L8K88ZH;JAK.113;Rusun Sindang Koja - Kp. Sawah            ;B05598P;Taman Jln. Bhakti 1             ;-6.105653;106.94035;4/18/2023 18:;B06179P;Gg. Swadaya 2 G            ;-6.133735;106.93576;4/18/2023 20:
KDWE744M5W18BX;M7     ;Kampung Rambutan - Monas                  ;P00145 ;Pancoran Tugu Arah Barat        ;-6.2433;106.84388;4/18/2023 18:;P00016 ;BKN                        ;-6.257751;106.87;4/18/2023 20:
QOIM881F5F27ZG;M1     ;Blok M - Kota                             ;P00256 ;MH Thamrin                      ;-6.188149;106.82299;4/18/2023 19:;P00051 ;Dukuh Atas                 ;-6.205702;106.82223;4/18/2023 21:
ZFKV364P3J68MI;10K    ;Tanjung Priok - Senen via Taman BMW       ;B00109P;Bangau VI                       ;-6.169278;106.84271;4/18/2023 20:;B02306P;Masjid Jami Al Badariah Kem;-6.153055;106.85922;4/18/2023 22:
UOLZ805C3A78TF;JAK.24 ;Senen - Pulo Gadung via Kelapa Gading     ;B00046P;Aneka Apotek                    ;-6.151647;106.87959;4/18/2023 17:;B05549P;Sunter Boulevard Barat 1   ;-6.149527;106.88866;4/18/2023 19:
YNPH013B4Y43RC;JAK.58 ;Cilincing - Rorotan                       ;B04227P;Sbr. Ponpes Alhikmah Rorotan    ;-6.131475;106.95542;4/18/2023 18:;B03513P;Sbr. Gg. Bulak I Rorotan   ;-6.132862;106.9553;4/18/2023 20:
PNRA100U8Q89UX;M7     ;Kampung Rambutan - Monas                  ;P00104 ;Karet Sudirman                  ;-6.212457;106.82003;4/18/2023 17:;P00204 ;RS Harapan Bunda           ;-6.301956;106.86803;4/18/2023 18:
HJIK843W1X01NX;JAK.54 ;Grogol - Benhil                           ;B04952P;Simpang Kota Bambu Utara I      ;-6.186126;106.80866;4/18/2023 19:;B04293P;Sbr. RS Pelni Petamburan   ;-6.192916;106.80556;4/18/2023 20:
FOTS196B6I97ET;1M     ;Meruya - Blok M                           ;;SMAN 85                         ;-6.215171;106.75989;4/18/2023 19:;B03247P;Ruko Meruya Ilir           ;-6.197437;106.75067;4/18/2023 20:
UVVN046V8D10CF;JAK.15 ;Bulak Turi - Tanjung Priok                ;B03283P;Rusun Marunda 1                 ;-6.098204;106.96232;4/18/2023 15:;B04150P;Sbr. Ps. Jongkok           ;-6.108859;106.93453;4/18/2023 16:
RDJQ566N9N61AL;11B    ;Rusun Rawa Bebek - Penggilingan           ;B03291P;Rusun Rawa Bebek                ;-6.196241;106.9658;4/18/2023 19:;B06655P;Walikota Jakarta Timur 2   ;-6.212722;106.94472;4/18/2023 21:
NBMJ452M7F21ON;8      ;Lebak Bulus - Pasar Baru via Tomang       ;P00172 ;Permata Hijau                   ;-6.221427;106.78325;4/18/2023 15:;;Lebak Bulus                ;-6.289413;106.77415;4/18/2023 17:
LNHI611O5J34GB;;;B04825P;Simpang H. Ali Raya Tengah      ;-6.292558;106.85951;4/18/2023 19:;B02002P;Kober Balekambang          ;-6.282601;106.84932;4/18/2023 20:
AKDK592P6F72FC;5N     ;Kampung Melayu - Ragunan                  ;B00568P;Gg. Tamansari Ragunan           ;-6.305488;106.81614;4/18/2023 18:;B05721P;Term. Ragunan              ;-6.305594;106.8202;4/18/2023 19:
FCWZ394E8V59DC;JAK.60 ;Kelapa Gading - Rusun Kemayoran           ;B01166P;Jln. Janur Indah XI             ;-6.155924;106.90801;4/18/2023 18:;B02681P;Ps. Serdang 1              ;-6.156262;106.86474;4/18/2023 19:
FMNF950B9N51OP;JAK.33 ;Pulo Gadung - Kota                        ;B03922P;Sbr. Kel. Kayu Putih            ;-6.185784;106.88856;4/18/2023 19:;B04125P;Sbr. Panti Asuhan Putera Mu;-6.188919;106.88855;4/18/2023 20:
CUDM700D5V68LW;JAK.113;Rusun Sindang Koja - Kp. Sawah            ;B01004P;Jln. Cilincing Baru Raya        ;-6.106927;106.92672;4/18/2023 19:;B03043P;Puskesmas Cilincing        ;-6.103756;106.93943;4/18/2023 20:
ULIE906W4I16OI;JAK.118;Taman Waduk Papanggo - Kota Tua           ;B06699P;SDN Pademangan Timur 05 07      ;-6.133036;106.84412;4/18/2023 19:;B06700P;Jln. Bahari Raya 1         ;-6.130456;106.85084;4/18/2023 21:
LDPM118L6D24LP;6V     ;Ragunan - Gelora Bung Karno               ;P00071 ;Gelora Bung Karno               ;-6.224217;106.8058;4/18/2023 20:;P00228 ;SMK 57                     ;-6.290967;106.82365;4/18/2023 22:
GQSG102T2G11BP;JAK.85 ;Bintara - Cipinang Indah                  ;B01677P;Jln. Teluk Mandar 2             ;-6.238944;106.91004;4/18/2023 20:;B02463P;Minimarket Pondok Kopi     ;-6.218369;106.93956;4/18/2023 21:
XWPP970L9W86CF;JAK.28 ;Kp. Rambutan - Taman Wiladatika           ;B04137P;Sbr. Ps. Cibubur                ;-6.345726;106.87231;4/18/2023 18:;B04720P;Simpang Belly 1            ;-6.332931;106.86756;4/18/2023 20:
NFUD631V3H99XA;4B     ;Stasiun Manggarai - UI                    ;;Pertani                         ;-6.256308;106.84325;4/18/2023 19:;B05408P;SPBU Jln. Guru             ;-6.318164;106.83745;4/18/2023 20:
DKQK820C8S89ID;JAK.37 ;Cililitan - Condet via Kayu Manis         ;B00412P;Gg. Balai Rakyat Balekambang    ;-6.293289;106.85517;4/18/2023 19:;B00843P;Jln. Al Hidayah Balekambang;-6.288369;106.85204;4/18/2023 21:
